Model,FPR,TPR
Logistic Regression,0.5566311713455954,0.9598930481283422
Logistic Regression,0.5788964181994192,0.9598930481283422
Logistic Regression,0.5788964181994192,0.9625668449197861
Logistic Regression,0.579864472410455,0.9625668449197861
Logistic Regression,0.579864472410455,0.9652406417112299
Logistic Regression,0.5808325266214908,0.9652406417112299
Logistic Regression,0.5808325266214908,0.9679144385026738
Logistic Regression,0.5972894482090997,0.9679144385026738
Logistic Regression,0.5972894482090997,0.9705882352941176
Logistic Regression,0.6176185866408519,0.9705882352941176
Logistic Regression,0.6176185866408519,0.9759358288770054
Logistic Regression,0.6253630203291385,0.9759358288770054
Logistic Regression,0.6253630203291385,0.9786096256684492
Logistic Regression,0.6389157792836399,0.9786096256684492
Logistic Regression,0.6389157792836399,0.9812834224598931
Logistic Regression,0.643756050338819,0.9812834224598931
Logistic Regression,0.643756050338819,0.983957219251337
Logistic Regression,0.6766698935140368,0.983957219251337
Logistic Regression,0.6766698935140368,0.9866310160427807
Logistic Regression,0.7318489835430784,0.9866310160427807
Logistic Regression,0.7318489835430784,0.9893048128342246
Logistic Regression,0.7366892545982575,0.9893048128342246
Logistic Regression,0.7366892545982575,0.9919786096256684
Logistic Regression,0.7376573088092934,0.9919786096256684
Logistic Regression,0.7376573088092934,0.9946524064171123
Logistic Regression,0.8528557599225557,0.9946524064171123
Logistic Regression,0.8528557599225557,0.9973262032085561
Logistic Regression,0.9506292352371732,0.9973262032085561
Logistic Regression,0.9506292352371732,1.0
Logistic Regression,1.0,1.0
Random Forest,0.0,0.0
Random Forest,0.001936108422071636,0.0106951871657754
Random Forest,0.001936108422071636,0.016042780748663103
Random Forest,0.001936108422071636,0.0213903743315508
Random Forest,0.002904162633107454,0.0213903743315508
Random Forest,0.002904162633107454,0.02406417112299465
Random Forest,0.005808325266214908,0.03208556149732621
Random Forest,0.005808325266214908,0.034759358288770054
Random Forest,0.007744433688286544,0.034759358288770054
Random Forest,0.008712487899322363,0.040106951871657755
Random Forest,0.00968054211035818,0.0427807486631016
Random Forest,0.00968054211035818,0.05080213903743316
Random Forest,0.010648596321393998,0.05614973262032086
Random Forest,0.010648596321393998,0.06684491978609626
Random Forest,0.011616650532429816,0.06951871657754011
Random Forest,0.011616650532429816,0.08021390374331551
Random Forest,0.012584704743465635,0.08288770053475936
Random Forest,0.013552758954501452,0.09090909090909091
Random Forest,0.013552758954501452,0.0962566844919786
Random Forest,0.013552758954501452,0.10427807486631016
Random Forest,0.015488867376573089,0.10695187165775401
Random Forest,0.015488867376573089,0.11497326203208556
Random Forest,0.016456921587608905,0.11764705882352941
Random Forest,0.017424975798644726,0.11764705882352941
Random Forest,0.017424975798644726,0.12834224598930483
Random Forest,0.01936108422071636,0.13903743315508021
Random Forest,0.02032913843175218,0.14705882352941177
Random Forest,0.021297192642787996,0.14705882352941177
Random Forest,0.022265246853823813,0.15775401069518716
Random Forest,0.023233301064859633,0.16310160427807488
Random Forest,0.023233301064859633,0.1657754010695187
Random Forest,0.023233301064859633,0.1711229946524064
Random Forest,0.02516940948693127,0.17647058823529413
Random Forest,0.026137463697967087,0.18181818181818182
Random Forest,0.027105517909002903,0.18983957219251338
Random Forest,0.027105517909002903,0.19786096256684493
Random Forest,0.02904162633107454,0.20320855614973263
Random Forest,0.030977734753146177,0.20588235294117646
Random Forest,0.030977734753146177,0.20855614973262032
Random Forest,0.03484995159728945,0.21390374331550802
Random Forest,0.03581800580832527,0.22192513368983957
Random Forest,0.0377541142303969,0.22994652406417113
Random Forest,0.0377541142303969,0.23529411764705882
