customerID,Feature,SHAP Value,Impact
7549-MYGPK,numeric__TotalCharges,0.5307059000493112,Increases Risk
7549-MYGPK,numeric__MonthlyCharges,-0.477857652934349,Decreases Risk
7549-MYGPK,numeric__LongTermContract,0.4232349854753623,Increases Risk
7549-MYGPK,numeric__TotalServices,0.3395250342572659,Increases Risk
5898-IGSLP,numeric__LongTermContract,0.4232349854753623,Increases Risk
5898-IGSLP,numeric__MonthlyCharges,-0.3254601363715383,Decreases Risk
5898-IGSLP,categorical__InternetService_Fiber optic,0.30869540791459665,Increases Risk
5898-IGSLP,numeric__HighValueCustomer,-0.23472992356670408,Decreases Risk
5898-IGSLP,numeric__TotalServices,0.21042806305678455,Increases Risk
3804-RVTGV,numeric__tenure,-0.6200279701618766,Decreases Risk
3804-RVTGV,numeric__MonthlyCharges,-0.5225609244594401,Decreases Risk
3804-RVTGV,numeric__LongTermContract,0.4232349854753623,Increases Risk
3804-RVTGV,numeric__TotalCharges,0.3649585174389122,Increases Risk
3804-RVTGV,numeric__TotalServices,0.3395250342572659,Increases Risk
6259-WJQLC,numeric__LongTermContract,0.4232349854753623,Increases Risk
6259-WJQLC,categorical__InternetService_Fiber optic,0.30869540791459665,Increases Risk
6259-WJQLC,numeric__HighValueCustomer,-0.23472992356670408,Decreases Risk
6259-WJQLC,numeric__MonthlyCharges,-0.21437927985464525,Decreases Risk
6259-WJQLC,categorical__LifecycleSegment_Mature,-0.20467619219910158,Decreases Risk
9227-LUNBG,numeric__tenure,1.233624899754655,Increases Risk
9227-LUNBG,numeric__MonthlyCharges,0.5509949144385813,Increases Risk
9227-LUNBG,categorical__InternetService_DSL,-0.45357938999927366,Decreases Risk
9227-LUNBG,numeric__TotalServices,-0.4350567929456221,Decreases Risk
9227-LUNBG,numeric__LongTermContract,0.4232349854753623,Increases Risk
7997-EASSD,numeric__tenure,-1.1118134254458545,Decreases Risk
7997-EASSD,numeric__LongTermContract,-0.5172872044698874,Decreases Risk
7997-EASSD,numeric__TotalCharges,0.3576501022217182,Increases Risk
7997-EASSD,categorical__InternetService_Fiber optic,0.30869540791459665,Increases Risk
7997-EASSD,numeric__HighValueCustomer,-0.23472992356670408,Decreases Risk
0730-KOAVE,numeric__LongTermContract,0.4232349854753623,Increases Risk
0730-KOAVE,numeric__MonthlyCharges,-0.3931923659550097,Decreases Risk
0730-KOAVE,categorical__InternetService_Fiber optic,0.30869540791459665,Increases Risk
0730-KOAVE,numeric__HighValueCustomer,-0.23472992356670408,Decreases Risk
0730-KOAVE,numeric__TotalServices,0.21042806305678455,Increases Risk
8975-SKGRX,numeric__tenure,-1.4144506286975331,Decreases Risk
8975-SKGRX,numeric__TotalCharges,0.8207171038952402,Increases Risk
8975-SKGRX,numeric__MonthlyCharges,-0.688504886938945,Decreases Risk
8975-SKGRX,numeric__TotalServices,0.5977189766582286,Increases Risk
8975-SKGRX,numeric__LongTermContract,-0.5172872044698874,Decreases Risk
0678-RLHVP,numeric__tenure,-0.733516921381256,Decreases Risk
0678-RLHVP,numeric__MonthlyCharges,-0.5455898825178204,Decreases Risk
0678-RLHVP,numeric__LongTermContract,-0.5172872044698874,Decreases Risk
0678-RLHVP,numeric__TotalCharges,0.4569158214075277,Increases Risk
0678-RLHVP,categorical__Contract_Two year,-0.4226303055741214,Decreases Risk
4315-MURBD,numeric__tenure,0.817498745283597,Increases Risk
4315-MURBD,numeric__MonthlyCharges,-0.45550601717180356,Decreases Risk
4315-MURBD,numeric__LongTermContract,0.4232349854753623,Increases Risk
4315-MURBD,categorical__InternetService_Fiber optic,0.30869540791459665,Increases Risk
4315-MURBD,categorical__LifecycleSegment_Growing,-0.25297391394948865,Decreases Risk
2267-FPIMA,numeric__tenure,-0.6200279701618766,Decreases Risk
2267-FPIMA,numeric__LongTermContract,0.4232349854753623,Increases Risk
2267-FPIMA,numeric__MonthlyCharges,-0.39454701054667923,Decreases Risk
2267-FPIMA,numeric__TotalCharges,0.3507015710871889,Increases Risk
2267-FPIMA,categorical__InternetService_Fiber optic,0.30869540791459665,Increases Risk
1051-GEJLJ,numeric__tenure,1.1957952493481951,Increases Risk
1051-GEJLJ,numeric__MonthlyCharges,0.6200817886137221,Increases Risk
1051-GEJLJ,numeric__LongTermContract,0.4232349854753623,Increases Risk
1051-GEJLJ,numeric__TotalCharges,-0.32579053330208224,Decreases Risk
1051-GEJLJ,numeric__TotalServices,-0.30595982174514075,Decreases Risk
9734-YWGEX,numeric__tenure,0.9309876965029763,Increases Risk
9734-YWGEX,numeric__MonthlyCharges,-0.44737814962178685,Decreases Risk
9734-YWGEX,numeric__LongTermContract,0.4232349854753623,Increases Risk
9734-YWGEX,categorical__InternetService_Fiber optic,0.30869540791459665,Increases Risk
9734-YWGEX,categorical__LifecycleSegment_Growing,-0.25297391394948865,Decreases Risk
2719-BDAQO,numeric__tenure,0.6283504932512978,Increases Risk
2719-BDAQO,numeric__LongTermContract,0.4232349854753623,Increases Risk
2719-BDAQO,numeric__MonthlyCharges,-0.38709646529249725,Decreases Risk
2719-BDAQO,categorical__InternetService_Fiber optic,0.30869540791459665,Increases Risk
2719-BDAQO,categorical__LifecycleSegment_Growing,-0.25297391394948865,Decreases Risk
5285-MVEHD,numeric__tenure,-0.8470058726006355,Decreases Risk
5285-MVEHD,numeric__MonthlyCharges,-0.5462672048136551,Decreases Risk
5285-MVEHD,numeric__LongTermContract,-0.5172872044698874,Decreases Risk
5285-MVEHD,numeric__TotalCharges,0.5104001327697207,Increases Risk
5285-MVEHD,numeric__TotalServices,0.3395250342572659,Increases Risk
0379-DJQHR,numeric__tenure,-1.2631320270716937,Decreases Risk
0379-DJQHR,numeric__LongTermContract,-0.5172872044698874,Decreases Risk
0379-DJQHR,categorical__InternetService_DSL,-0.45357938999927366,Decreases Risk
0379-DJQHR,categorical__Contract_Two year,-0.4226303055741214,Decreases Risk
0379-DJQHR,numeric__TotalCharges,0.41765385215834017,Increases Risk
0781-LKXBR,numeric__tenure,0.9309876965029763,Increases Risk
0781-LKXBR,numeric__MonthlyCharges,-0.4771803306385143,Decreases Risk
0781-LKXBR,numeric__LongTermContract,0.4232349854753623,Increases Risk
0781-LKXBR,categorical__InternetService_Fiber optic,0.30869540791459665,Increases Risk
0781-LKXBR,categorical__LifecycleSegment_Growing,-0.25297391394948865,Decreases Risk
5543-QDCRY,numeric__tenure,1.1201359485352755,Increases Risk
5543-QDCRY,categorical__InternetService_DSL,-0.45357938999927366,Decreases Risk
5543-QDCRY,numeric__LongTermContract,0.4232349854753623,Increases Risk
5543-QDCRY,numeric__TotalCharges,-0.2970966985573032,Decreases Risk
5543-QDCRY,categorical__InternetService_Fiber optic,-0.29658970564343595,Decreases Risk
0297-RBCSG,numeric__tenure,0.5526911924383782,Increases Risk
0297-RBCSG,numeric__LongTermContract,-0.5172872044698874,Decreases Risk
0297-RBCSG,categorical__InternetService_DSL,-0.45357938999927366,Decreases Risk
0297-RBCSG,categorical__InternetService_Fiber optic,-0.29658970564343595,Decreases Risk
0297-RBCSG,categorical__LifecycleSegment_Growing,-0.25297391394948865,Decreases Risk
4694-PHWFW,numeric__tenure,0.9688173469094362,Increases Risk
4694-PHWFW,numeric__MonthlyCharges,0.6139858879512097,Increases Risk
4694-PHWFW,numeric__LongTermContract,0.4232349854753623,Increases Risk
4694-PHWFW,numeric__TotalServices,-0.30595982174514075,Decreases Risk
4694-PHWFW,numeric__TotalCharges,-0.30594846282131,Decreases Risk
0835-JKADZ,numeric__tenure,-1.4144506286975331,Decreases Risk
0835-JKADZ,numeric__TotalCharges,0.7755378098253132,Increases Risk
0835-JKADZ,numeric__MonthlyCharges,-0.6228046242429778,Decreases Risk
0835-JKADZ,numeric__LongTermContract,-0.5172872044698874,Decreases Risk
0835-JKADZ,numeric__TotalServices,0.46862200545774724,Increases Risk
1907-UBQFC,numeric__tenure,0.8931580460965166,Increases Risk
1907-UBQFC,numeric__LongTermContract,0.4232349854753623,Increases Risk
1907-UBQFC,categorical__InternetService_Fiber optic,0.30869540791459665,Increases Risk
1907-UBQFC,categorical__LifecycleSegment_Growing,-0.25297391394948865,Decreases Risk
1907-UBQFC,numeric__TotalCharges,-0.23428308443679793,Decreases Risk
7508-SMHXL,numeric__tenure,0.7040097940642175,Increases Risk
7508-SMHXL,numeric__LongTermContract,0.4232349854753623,Increases Risk
7508-SMHXL,numeric__MonthlyCharges,-0.3213962025965301,Decreases Risk
7508-SMHXL,categorical__InternetService_Fiber optic,0.30869540791459665,Increases Risk
7508-SMHXL,categorical__LifecycleSegment_Growing,-0.25297391394948865,Decreases Risk
3865-YIOTT,numeric__tenure,-1.4522802791039928,Decreases Risk
3865-YIOTT,numeric__TotalCharges,0.7567615498970485,Increases Risk
3865-YIOTT,numeric__MonthlyCharges,-0.5530404277720022,Decreases Risk
3865-YIOTT,numeric__LongTermContract,-0.5172872044698874,Decreases Risk
3865-YIOTT,numeric__TotalServices,0.3395250342572659,Increases Risk
5993-BQHEA,numeric__tenure,0.817498745283597,Increases Risk
5993-BQHEA,numeric__MonthlyCharges,0.6126312433595403,Increases Risk
5993-BQHEA,numeric__LongTermContract,-0.5172872044698874,Decreases Risk
5993-BQHEA,numeric__TotalServices,-0.30595982174514075,Decreases Risk
5993-BQHEA,categorical__InternetService_Fiber optic,-0.29658970564343595,Decreases Risk
6024-RUGGH,numeric__tenure,-1.4522802791039928,Decreases Risk
6024-RUGGH,numeric__MonthlyCharges,0.5428670468885647,Increases Risk
6024-RUGGH,numeric__LongTermContract,-0.5172872044698874,Decreases Risk
6024-RUGGH,categorical__Contract_Two year,-0.4226303055741214,Decreases Risk
6024-RUGGH,categorical__InternetService_Fiber optic,-0.29658970564343595,Decreases Risk
6513-EECDB,numeric__tenure,1.233624899754655,Increases Risk
6513-EECDB,numeric__LongTermContract,0.4232349854753623,Increases Risk
6513-EECDB,numeric__TotalCharges,-0.3194233533780116,Decreases Risk
6513-EECDB,categorical__InternetService_Fiber optic,0.30869540791459665,Increases Risk
6513-EECDB,categorical__LifecycleSegment_New,0.2578773218699952,Increases Risk
3956-CJUST,numeric__LongTermContract,0.4232349854753623,Increases Risk
3956-CJUST,numeric__tenure,0.4013725908125388,Increases Risk
3956-CJUST,categorical__InternetService_Fiber optic,0.30869540791459665,Increases Risk
3956-CJUST,categorical__LifecycleSegment_Growing,-0.25297391394948865,Decreases Risk
3956-CJUST,numeric__TotalServices,-0.17686285054465942,Decreases Risk
4079-WWQQQ,numeric__tenure,-1.4522802791039928,Decreases Risk
4079-WWQQQ,numeric__LongTermContract,-0.5172872044698874,Decreases Risk
4079-WWQQQ,categorical__InternetService_DSL,-0.45357938999927366,Decreases Risk
4079-WWQQQ,categorical__Contract_Two year,-0.4226303055741214,Decreases Risk
4079-WWQQQ,numeric__TotalServices,0.3395250342572659,Increases Risk
6103-BOCOU,numeric__LongTermContract,0.4232349854753623,Increases Risk
6103-BOCOU,categorical__InternetService_Fiber optic,0.30869540791459665,Increases Risk
6103-BOCOU,numeric__tenure,0.28788363959315927,Increases Risk
6103-BOCOU,numeric__HighValueCustomer,-0.23472992356670408,Decreases Risk
6103-BOCOU,numeric__MonthlyCharges,-0.2089607014879676,Decreases Risk
5149-TGWDZ,numeric__MonthlyCharges,-0.5320434366011261,Decreases Risk
5149-TGWDZ,numeric__LongTermContract,-0.5172872044698874,Decreases Risk
5149-TGWDZ,numeric__tenure,0.47703189162545845,Increases Risk
5149-TGWDZ,numeric__TotalServices,0.3395250342572659,Increases Risk
5149-TGWDZ,categorical__InternetService_Fiber optic,0.30869540791459665,Increases Risk
7471-WNSUF,numeric__tenure,-0.9983244742264749,Decreases Risk
7471-WNSUF,numeric__MonthlyCharges,0.5570908151010937,Increases Risk
7471-WNSUF,numeric__LongTermContract,-0.5172872044698874,Decreases Risk
7471-WNSUF,categorical__InternetService_Fiber optic,-0.29658970564343595,Decreases Risk
7471-WNSUF,categorical__Contract_One year,0.1859641625614205,Increases Risk
8942-DBMHZ,numeric__tenure,0.817498745283597,Increases Risk
8942-DBMHZ,numeric__MonthlyCharges,0.6072126649928625,Increases Risk
8942-DBMHZ,numeric__LongTermContract,0.4232349854753623,Increases Risk
8942-DBMHZ,numeric__TotalServices,-0.30595982174514075,Decreases Risk
8942-DBMHZ,categorical__InternetService_Fiber optic,-0.29658970564343595,Decreases Risk
4301-VVZKA,numeric__tenure,0.6661801436577576,Increases Risk
4301-VVZKA,numeric__LongTermContract,0.4232349854753623,Increases Risk
4301-VVZKA,categorical__InternetService_Fiber optic,0.30869540791459665,Increases Risk
4301-VVZKA,categorical__LifecycleSegment_Growing,-0.25297391394948865,Decreases Risk
4301-VVZKA,numeric__TotalServices,-0.17686285054465942,Decreases Risk
9199-PWQVC,numeric__tenure,-1.1118134254458545,Decreases Risk
9199-PWQVC,numeric__LongTermContract,-0.5172872044698874,Decreases Risk
9199-PWQVC,categorical__InternetService_DSL,-0.45357938999927366,Decreases Risk
9199-PWQVC,numeric__TotalServices,0.3395250342572659,Increases Risk
9199-PWQVC,numeric__TotalCharges,0.33288038814753473,Increases Risk
4824-GUCBY,numeric__tenure,0.43920224121899865,Increases Risk
4824-GUCBY,numeric__LongTermContract,0.4232349854753623,Increases Risk
4824-GUCBY,categorical__InternetService_Fiber optic,0.30869540791459665,Increases Risk
4824-GUCBY,categorical__LifecycleSegment_Growing,-0.25297391394948865,Decreases Risk
4824-GUCBY,numeric__HighValueCustomer,-0.23472992356670408,Decreases Risk
5393-HJZSM,categorical__InternetService_DSL,-0.45357938999927366,Decreases Risk
5393-HJZSM,numeric__LongTermContract,0.4232349854753623,Increases Risk
5393-HJZSM,numeric__TotalServices,0.3395250342572659,Increases Risk
5393-HJZSM,categorical__InternetService_Fiber optic,-0.29658970564343595,Decreases Risk
5393-HJZSM,categorical__LifecycleSegment_Mature,-0.20467619219910158,Decreases Risk
7074-IEVOJ,numeric__tenure,1.1579655989417355,Increases Risk
7074-IEVOJ,numeric__LongTermContract,0.4232349854753623,Increases Risk
7074-IEVOJ,categorical__InternetService_Fiber optic,0.30869540791459665,Increases Risk
7074-IEVOJ,numeric__TotalCharges,-0.3012215238124619,Decreases Risk
7074-IEVOJ,categorical__LifecycleSegment_New,0.2578773218699952,Increases Risk
9625-QSTYE,numeric__tenure,0.7796690948771372,Increases Risk
9625-QSTYE,numeric__LongTermContract,0.4232349854753623,Increases Risk
9625-QSTYE,categorical__InternetService_Fiber optic,0.30869540791459665,Increases Risk
9625-QSTYE,categorical__LifecycleSegment_Growing,-0.25297391394948865,Decreases Risk
9625-QSTYE,numeric__HighValueCustomer,-0.23472992356670408,Decreases Risk
0862-PRCBS,numeric__tenure,-1.3009616774781536,Decreases Risk
0862-PRCBS,numeric__TotalCharges,0.6447753125585848,Increases Risk
0862-PRCBS,numeric__MonthlyCharges,-0.5212062798677708,Decreases Risk
0862-PRCBS,numeric__LongTermContract,-0.5172872044698874,Decreases Risk
0862-PRCBS,categorical__Contract_Two year,-0.4226303055741214,Decreases Risk
8812-ZRHFP,numeric__LongTermContract,-0.5172872044698874,Decreases Risk
8812-ZRHFP,categorical__InternetService_Fiber optic,0.30869540791459665,Increases Risk
8812-ZRHFP,numeric__MonthlyCharges,-0.2868527655089597,Decreases Risk
8812-ZRHFP,numeric__HighValueCustomer,-0.23472992356670408,Decreases Risk
8812-ZRHFP,categorical__LifecycleSegment_Mature,-0.20467619219910158,Decreases Risk
5146-CBVOE,numeric__tenure,0.6661801436577576,Increases Risk
5146-CBVOE,numeric__LongTermContract,0.4232349854753623,Increases Risk
5146-CBVOE,categorical__InternetService_Fiber optic,0.30869540791459665,Increases Risk
5146-CBVOE,categorical__LifecycleSegment_Growing,-0.25297391394948865,Decreases Risk
5146-CBVOE,numeric__TotalServices,-0.17686285054465942,Decreases Risk
0454-OKRCT,numeric__LongTermContract,-0.5172872044698874,Decreases Risk
0454-OKRCT,categorical__Contract_Two year,-0.4226303055741214,Decreases Risk
0454-OKRCT,categorical__InternetService_Fiber optic,0.30869540791459665,Increases Risk
0454-OKRCT,numeric__HighValueCustomer,-0.23472992356670408,Decreases Risk
0454-OKRCT,numeric__MonthlyCharges,-0.20760605689629807,Decreases Risk
5787-KXGIY,numeric__tenure,-1.4522802791039928,Decreases Risk
5787-KXGIY,numeric__MonthlyCharges,0.622791077797061,Increases Risk
5787-KXGIY,numeric__LongTermContract,-0.5172872044698874,Decreases Risk
5787-KXGIY,categorical__Contract_Two year,-0.4226303055741214,Decreases Risk
5787-KXGIY,numeric__TotalServices,-0.30595982174514075,Decreases Risk
4750-ZRXIU,numeric__tenure,1.1201359485352755,Increases Risk
4750-ZRXIU,numeric__LongTermContract,0.4232349854753623,Increases Risk
4750-ZRXIU,categorical__InternetService_Fiber optic,0.30869540791459665,Increases Risk
4750-ZRXIU,numeric__TotalCharges,-0.2797599749596979,Decreases Risk
4750-ZRXIU,numeric__MonthlyCharges,-0.2617918405630752,Decreases Risk
4198-VFOEA,numeric__tenure,0.817498745283597,Increases Risk
4198-VFOEA,numeric__LongTermContract,-0.5172872044698874,Decreases Risk
4198-VFOEA,categorical__InternetService_DSL,-0.45357938999927366,Decreases Risk
4198-VFOEA,numeric__MonthlyCharges,0.4290769011883328,Increases Risk
4198-VFOEA,categorical__InternetService_Fiber optic,-0.29658970564343595,Decreases Risk
6630-UJZMY,numeric__tenure,1.1201359485352755,Increases Risk
6630-UJZMY,numeric__LongTermContract,0.4232349854753623,Increases Risk
6630-UJZMY,categorical__InternetService_Fiber optic,0.30869540791459665,Increases Risk
6630-UJZMY,numeric__TotalCharges,-0.28696457746073867,Decreases Risk
6630-UJZMY,categorical__LifecycleSegment_New,0.2578773218699952,Increases Risk
6400-BWQKW,numeric__tenure,1.044476647722356,Increases Risk
6400-BWQKW,numeric__LongTermContract,0.4232349854753623,Increases Risk
6400-BWQKW,categorical__InternetService_Fiber optic,0.30869540791459665,Increases Risk
6400-BWQKW,numeric__TotalCharges,-0.269461753517288,Decreases Risk
6400-BWQKW,categorical__LifecycleSegment_New,0.2578773218699952,Increases Risk
2692-AQCPF,numeric__tenure,-1.187472726258774,Decreases Risk
2692-AQCPF,numeric__TotalCharges,0.6557725396230937,Increases Risk
2692-AQCPF,numeric__MonthlyCharges,-0.5794559973095561,Decreases Risk
2692-AQCPF,numeric__LongTermContract,-0.5172872044698874,Decreases Risk
2692-AQCPF,numeric__TotalServices,0.46862200545774724,Increases Risk
0347-UBKUZ,numeric__tenure,0.7040097940642175,Increases Risk
0347-UBKUZ,numeric__MonthlyCharges,0.6146632102470444,Increases Risk
0347-UBKUZ,numeric__LongTermContract,0.4232349854753623,Increases Risk
0347-UBKUZ,numeric__TotalServices,-0.30595982174514075,Decreases Risk
0347-UBKUZ,categorical__InternetService_Fiber optic,-0.29658970564343595,Decreases Risk
0835-DUUIQ,numeric__MonthlyCharges,0.599084797442846,Increases Risk
0835-DUUIQ,numeric__LongTermContract,-0.5172872044698874,Decreases Risk
0835-DUUIQ,numeric__tenure,0.363542940406079,Increases Risk
0835-DUUIQ,numeric__TotalServices,-0.30595982174514075,Decreases Risk
0835-DUUIQ,categorical__InternetService_Fiber optic,-0.29658970564343595,Decreases Risk
0811-GSDTP,numeric__tenure,0.7796690948771372,Increases Risk
0811-GSDTP,numeric__MonthlyCharges,0.47581213960092805,Increases Risk
0811-GSDTP,categorical__InternetService_DSL,-0.45357938999927366,Decreases Risk
0811-GSDTP,numeric__LongTermContract,0.4232349854753623,Increases Risk
0811-GSDTP,numeric__TotalServices,-0.30595982174514075,Decreases Risk
7567-ECMCM,numeric__LongTermContract,0.4232349854753623,Increases Risk
7567-ECMCM,numeric__tenure,0.363542940406079,Increases Risk
7567-ECMCM,categorical__InternetService_Fiber optic,0.30869540791459665,Increases Risk
7567-ECMCM,categorical__LifecycleSegment_Growing,-0.25297391394948865,Decreases Risk
7567-ECMCM,numeric__MonthlyCharges,-0.19744622245877738,Decreases Risk
6115-ZTBFQ,numeric__tenure,-1.4522802791039928,Decreases Risk
6115-ZTBFQ,numeric__LongTermContract,-0.5172872044698874,Decreases Risk
6115-ZTBFQ,categorical__InternetService_DSL,-0.45357938999927366,Decreases Risk
6115-ZTBFQ,categorical__Contract_Two year,-0.4226303055741214,Decreases Risk
6115-ZTBFQ,numeric__TotalCharges,0.3513659724705703,Increases Risk
6353-BRMMA,numeric__tenure,-0.7713465717877159,Decreases Risk
6353-BRMMA,numeric__MonthlyCharges,-0.5259475359386137,Decreases Risk
6353-BRMMA,numeric__TotalCharges,0.451870523402476,Increases Risk
6353-BRMMA,numeric__LongTermContract,0.4232349854753623,Increases Risk
6353-BRMMA,numeric__TotalServices,0.3395250342572659,Increases Risk
6680-WKXRZ,numeric__tenure,1.1579655989417355,Increases Risk
6680-WKXRZ,numeric__LongTermContract,0.4232349854753623,Increases Risk
6680-WKXRZ,categorical__InternetService_Fiber optic,0.30869540791459665,Increases Risk
6680-WKXRZ,numeric__TotalCharges,-0.2997335415475976,Decreases Risk
6680-WKXRZ,categorical__LifecycleSegment_New,0.2578773218699952,Increases Risk
6231-WFGFH,numeric__tenure,1.1201359485352755,Increases Risk
6231-WFGFH,numeric__MonthlyCharges,0.6065353426970278,Increases Risk
6231-WFGFH,numeric__LongTermContract,0.4232349854753623,Increases Risk
6231-WFGFH,numeric__TotalCharges,-0.31886276471078373,Decreases Risk
6231-WFGFH,numeric__TotalServices,-0.30595982174514075,Decreases Risk
9904-EHEVJ,numeric__LongTermContract,0.4232349854753623,Increases Risk
9904-EHEVJ,numeric__MonthlyCharges,-0.35323035050076157,Decreases Risk
9904-EHEVJ,categorical__InternetService_Fiber optic,0.30869540791459665,Increases Risk
9904-EHEVJ,numeric__HighValueCustomer,-0.23472992356670408,Decreases Risk
9904-EHEVJ,categorical__LifecycleSegment_Mature,-0.20467619219910158,Decreases Risk
7028-DVOIQ,numeric__MonthlyCharges,-0.4575379840593075,Decreases Risk
7028-DVOIQ,numeric__LongTermContract,0.4232349854753623,Increases Risk
7028-DVOIQ,categorical__InternetService_Fiber optic,0.30869540791459665,Increases Risk
7028-DVOIQ,numeric__HighValueCustomer,-0.23472992356670408,Decreases Risk
7028-DVOIQ,numeric__TotalServices,0.21042806305678455,Increases Risk
6169-PPETC,numeric__MonthlyCharges,0.6065353426970278,Increases Risk
6169-PPETC,numeric__LongTermContract,-0.5172872044698874,Decreases Risk
6169-PPETC,categorical__Contract_Two year,-0.4226303055741214,Decreases Risk
6169-PPETC,numeric__TotalServices,-0.30595982174514075,Decreases Risk
6169-PPETC,categorical__InternetService_Fiber optic,-0.29658970564343595,Decreases Risk
4208-UFFGW,numeric__tenure,1.1957952493481951,Increases Risk
4208-UFFGW,categorical__InternetService_DSL,-0.45357938999927366,Decreases Risk
4208-UFFGW,numeric__LongTermContract,0.4232349854753623,Increases Risk
4208-UFFGW,numeric__TotalCharges,-0.3178177167015069,Decreases Risk
4208-UFFGW,numeric__TotalServices,-0.30595982174514075,Decreases Risk
8584-KMVXD,numeric__tenure,0.9688173469094362,Increases Risk
8584-KMVXD,numeric__LongTermContract,0.4232349854753623,Increases Risk
8584-KMVXD,categorical__InternetService_Fiber optic,0.30869540791459665,Increases Risk
8584-KMVXD,numeric__TotalCharges,-0.2554747202275634,Decreases Risk
8584-KMVXD,categorical__LifecycleSegment_Growing,-0.25297391394948865,Decreases Risk
8467-WYNSR,categorical__InternetService_DSL,-0.45357938999927366,Decreases Risk
8467-WYNSR,numeric__tenure,0.43920224121899865,Increases Risk
8467-WYNSR,numeric__LongTermContract,0.4232349854753623,Increases Risk
8467-WYNSR,categorical__InternetService_Fiber optic,-0.29658970564343595,Decreases Risk
8467-WYNSR,categorical__LifecycleSegment_Growing,-0.25297391394948865,Decreases Risk
0851-DFJKB,numeric__tenure,0.7040097940642175,Increases Risk
0851-DFJKB,categorical__InternetService_DSL,-0.45357938999927366,Decreases Risk
0851-DFJKB,numeric__LongTermContract,0.4232349854753623,Increases Risk
0851-DFJKB,categorical__InternetService_Fiber optic,-0.29658970564343595,Decreases Risk
0851-DFJKB,categorical__LifecycleSegment_Growing,-0.25297391394948865,Decreases Risk
5382-SOYZL,numeric__tenure,0.43920224121899865,Increases Risk
5382-SOYZL,numeric__LongTermContract,0.4232349854753623,Increases Risk
5382-SOYZL,numeric__MonthlyCharges,-0.40402952268836506,Decreases Risk
5382-SOYZL,categorical__InternetService_Fiber optic,0.30869540791459665,Increases Risk
5382-SOYZL,categorical__LifecycleSegment_Growing,-0.25297391394948865,Decreases Risk
9448-REEVD,numeric__tenure,1.233624899754655,Increases Risk
9448-REEVD,categorical__InternetService_DSL,-0.45357938999927366,Decreases Risk
9448-REEVD,numeric__LongTermContract,0.4232349854753623,Increases Risk
9448-REEVD,numeric__TotalCharges,-0.3234166825260429,Decreases Risk
9448-REEVD,numeric__TotalServices,-0.30595982174514075,Decreases Risk
3261-CQXOL,numeric__tenure,-1.4144506286975331,Decreases Risk
3261-CQXOL,numeric__MonthlyCharges,0.5394804354093912,Increases Risk
3261-CQXOL,numeric__LongTermContract,-0.5172872044698874,Decreases Risk
3261-CQXOL,categorical__Contract_Two year,-0.4226303055741214,Decreases Risk
3261-CQXOL,categorical__InternetService_Fiber optic,-0.29658970564343595,Decreases Risk
8388-FYNPZ,numeric__tenure,1.1201359485352755,Increases Risk
8388-FYNPZ,categorical__InternetService_DSL,-0.45357938999927366,Decreases Risk
8388-FYNPZ,numeric__LongTermContract,0.4232349854753623,Increases Risk
8388-FYNPZ,categorical__InternetService_Fiber optic,-0.29658970564343595,Decreases Risk
8388-FYNPZ,numeric__TotalCharges,-0.2956710039221308,Decreases Risk
4002-BQWPQ,numeric__TotalServices,0.46862200545774724,Increases Risk
4002-BQWPQ,categorical__InternetService_DSL,-0.45357938999927366,Decreases Risk
4002-BQWPQ,numeric__LongTermContract,0.4232349854753623,Increases Risk
4002-BQWPQ,numeric__tenure,0.3257132899996191,Increases Risk
4002-BQWPQ,categorical__InternetService_Fiber optic,-0.29658970564343595,Decreases Risk
5651-YLPRD,numeric__LongTermContract,0.4232349854753623,Increases Risk
5651-YLPRD,categorical__InternetService_Fiber optic,0.30869540791459665,Increases Risk
5651-YLPRD,numeric__MonthlyCharges,-0.28211150943811664,Decreases Risk
5651-YLPRD,numeric__HighValueCustomer,-0.23472992356670408,Decreases Risk
5651-YLPRD,categorical__LifecycleSegment_Mature,-0.20467619219910158,Decreases Risk
2826-DXLQO,numeric__tenure,1.006646997315896,Increases Risk
2826-DXLQO,numeric__MonthlyCharges,0.48055339567177113,Increases Risk
2826-DXLQO,categorical__InternetService_DSL,-0.45357938999927366,Decreases Risk
2826-DXLQO,numeric__LongTermContract,0.4232349854753623,Increases Risk
2826-DXLQO,numeric__TotalServices,-0.30595982174514075,Decreases Risk
4378-BZYFP,numeric__tenure,0.6283504932512978,Increases Risk
4378-BZYFP,numeric__MonthlyCharges,0.6065353426970278,Increases Risk
4378-BZYFP,numeric__LongTermContract,-0.5172872044698874,Decreases Risk
4378-BZYFP,numeric__TotalServices,-0.30595982174514075,Decreases Risk
4378-BZYFP,categorical__InternetService_Fiber optic,-0.29658970564343595,Decreases Risk
9489-UTFKA,numeric__tenure,0.9688173469094362,Increases Risk
9489-UTFKA,categorical__InternetService_DSL,-0.45357938999927366,Decreases Risk
9489-UTFKA,numeric__LongTermContract,0.4232349854753623,Increases Risk
9489-UTFKA,categorical__InternetService_Fiber optic,-0.29658970564343595,Decreases Risk
9489-UTFKA,numeric__TotalCharges,-0.25320468216767733,Decreases Risk
4849-PYRLQ,numeric__tenure,-0.8470058726006355,Decreases Risk
4849-PYRLQ,numeric__LongTermContract,-0.5172872044698874,Decreases Risk
4849-PYRLQ,categorical__InternetService_DSL,-0.45357938999927366,Decreases Risk
